Fecha,C (L/min)
2020-01-03,22.596635508233256
2020-01-17,20.012543116964565
2020-02-01,22.200000000000006
2020-02-14,18.975
2020-03-02,25.95
2020-04-02,27.200000000000006
2020-04-16,31.200000000000003
2020-04-30,33.99999999999999
2020-05-14,35.999999999999986
2020-05-28,35.999999999999986
2020-06-13,54.000000000000014
2020-06-25,99.94076019084824
2020-07-15,73.34889227126669
2020-08-03,79.41176470588235
