Fecha,C (L/min)
2020-01-03,10.938950446939534
2020-01-17,10.893337200860207
2020-02-01,11.150877192982458
2020-02-14,11.2
2020-03-02,10.933333333333332
2020-03-20,11.699999999999998
2020-04-02,11.266666666666664
2020-04-16,11.566666666666668
2020-04-30,11.333333333333332
2020-05-14,10.999999999999996
2020-05-28,10.866666666666665
2020-06-13,10.600000000000003
2020-06-27,11.8
2020-07-15,13.799999999999999
2020-08-03,13.200000000000005
